image_id,file_name,event_type,prediction_index,predicted_label,actual_label,confidence,iou,prediction_box,gt_index,gt_box,relative_bbox_area,size_category,gt_class,best_prediction_class,diagnostic_reason
202,train_391.png,false_negative,11,4,2,0.4738560616970062,0.8347973227500916,"[1807.0552978515625, 822.311279296875, 2005.104248046875, 1121.41796875]",7.0,"[1821.0, 824.0, 2015.0, 1139.0]",0.01408864387523239,medium,Caries,Deep Caries,best candidate below fixed confidence
202,train_391.png,false_negative,39,4,2,0.34206196665763855,0.7180224061012268,"[2024.624755859375, 421.97479248046875, 2248.1708984375, 707.097900390625]",9.0,"[2030.0, 405.0, 2205.0, 723.0]",0.012829864697376575,medium,Caries,Deep Caries,best candidate below fixed confidence
202,train_391.png,false_negative,12,4,2,0.46042266488075256,0.6606960892677307,"[2083.5869140625, 406.03375244140625, 2320.567138671875, 689.7423706054688]",10.0,"[2128.0, 364.0, 2334.0, 679.0]",0.014960106382978724,medium,Caries,Deep Caries,best candidate below fixed confidence
202,train_391.png,false_negative,75,2,3,0.23753312230110168,0.7884706854820251,"[1802.8411865234375, 452.6533203125, 1960.6585693359375, 766.9953002929688]",11.0,"[1823.0, 445.0, 1971.0, 773.0]",0.011191607401068256,medium,Periapical Lesion,Caries,best candidate below fixed confidence
202,train_391.png,false_negative,25,2,3,0.3899246156215668,0.6978387236595154,"[1623.9541015625, 507.7521667480469, 1731.3233642578125, 865.4339599609375]",12.0,"[1609.0, 454.0, 1742.0, 863.0]",0.012540991014253253,medium,Periapical Lesion,Caries,best candidate below fixed confidence
202,train_391.png,false_negative,31,3,2,0.3759351372718811,0.864525318145752,"[1514.2928466796875, 519.9876708984375, 1643.9219970703125, 867.5206909179688]",14.0,"[1511.0, 488.0, 1646.0, 874.0]",0.012013733142503025,medium,Caries,Periapical Lesion,best candidate below fixed confidence
202,train_391.png,false_negative,16,2,4,0.44580939412117004,0.8036975264549255,"[701.91552734375, 418.4656982421875, 887.0950317382812, 715.3743286132812]",15.0,"[683.0, 426.0, 882.0, 694.0]",0.012295459910880279,medium,Deep Caries,Caries,best candidate below fixed confidence
208,train_325.png,false_negative,6,2,2,0.46006348729133606,0.843748152256012,"[1613.1092529296875, 693.3970947265625, 1716.7222900390625, 1047.823974609375]",0.0,"[1605.0, 698.0, 1713.0, 1031.0]",0.009704640439347887,small,Caries,Caries,best candidate below fixed confidence
208,train_325.png,false_negative,9,2,2,0.4218859374523163,0.8349307179450989,"[1687.1497802734375, 694.2525634765625, 1806.11669921875, 1044.246337890625]",2.0,"[1679.0, 706.0, 1807.0, 1018.0]",0.010776457584968223,medium,Caries,Caries,best candidate below fixed confidence
216,train_450.png,false_negative,33,4,2,0.23852939903736115,0.8842051029205322,"[807.5497436523438, 476.5183410644531, 954.3493041992188, 736.6705932617188]",2.0,"[810.0, 478.0, 944.0, 730.0]",0.007817593196230665,small,Caries,Deep Caries,best candidate below fixed confidence
217,train_578.png,false_negative,2,2,2,0.49565014243125916,0.8850999474525452,"[858.517333984375, 610.3603515625, 1124.873046875, 880.1805419921875]",1.0,"[873.0, 607.0, 1125.0, 866.0]",0.0166317051243632,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,12,2,2,0.324389785528183,0.6724859476089478,"[830.1080932617188, 425.08795166015625, 945.3139038085938, 730.806640625]",1.0,"[798.0, 405.0, 957.0, 726.3333129882812]",0.0146173590920874,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,14,2,2,0.3111777603626251,0.8508750796318054,"[1590.4578857421875, 441.21893310546875, 1681.68310546875, 721.0223388671875]",2.0,"[1583.6666259765625, 420.0, 1683.0, 722.0]",0.008582586125775364,small,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,5,2,2,0.40414705872535706,0.8968803882598877,"[1665.0706787109375, 418.8280334472656, 1754.3084716796875, 711.2013549804688]",3.0,"[1663.0, 426.0, 1750.6666259765625, 717.3333129882812]",0.007307023091679923,small,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,3,2,2,0.43121299147605896,0.8798891305923462,"[1739.1578369140625, 431.7973937988281, 1870.212158203125, 710.513671875]",4.0,"[1727.3333740234375, 426.0, 1873.0, 710.0]",0.011835713420935952,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,10,2,2,0.3453664481639862,0.6915953755378723,"[1948.209716796875, 425.879638671875, 2092.986328125, 729.4945678710938]",5.0,"[1963.0, 427.0, 2083.0, 680.3333129882812]",0.008697402897664103,small,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,1,2,4,0.4716491103172302,0.8246011137962341,"[1566.0634765625, 690.3314819335938, 1673.8753662109375, 988.5326538085938]",6.0,"[1567.0, 704.0, 1678.6666259765625, 1018.6666870117188]",0.010052873131723795,medium,Deep Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,19,2,2,0.2703438401222229,0.859121561050415,"[1834.6185302734375, 686.1336059570312, 2050.195556640625, 940.642822265625]",7.0,"[1833.3333740234375, 673.0, 2063.333251953125, 950.6666870117188]",0.018271214832116096,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,19,2,2,0.2703438401222229,0.20870287716388702,"[1834.6185302734375, 686.1336059570312, 2050.195556640625, 940.642822265625]",8.0,"[1972.3333740234375, 660.0, 2152.333251953125, 906.0]",0.01266844638356898,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,21,2,2,0.2551487386226654,0.6523209810256958,"[586.61669921875, 669.3611450195312, 837.2373657226562, 916.3106079101562]",9.0,"[612.0, 677.0, 877.0, 958.6666870117188]",0.021354892992783862,medium,Caries,Caries,best candidate below fixed confidence
229,train_658.png,false_negative,2,2,2,0.4707528054714203,0.8783714771270752,"[490.3017883300781, 623.3099975585938, 745.888671875, 871.554931640625]",10.0,"[477.0, 624.3333129882812, 739.0, 884.0]",0.019464065989567212,medium,Caries,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,19,2,3,0.2736206352710724,0.4714793264865875,"[1841.364013671875, 675.771240234375, 2047.665283203125, 942.9554443359375]",0.0,"[1793.125, 677.875, 2034.125, 1110.875]",0.02674387612315925,medium,Periapical Lesion,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,17,2,2,0.27860110998153687,0.8797977566719055,"[2003.1815185546875, 615.4387817382812, 2246.245361328125, 878.3060913085938]",2.0,"[2002.0, 586.0, 2243.0, 877.0]",0.017973367094317187,medium,Caries,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,5,2,2,0.4480671286582947,0.852258026599884,"[976.9849243164062, 299.3963623046875, 1116.3299560546875, 646.737548828125]",4.0,"[968.0, 310.0, 1121.0, 633.0]",0.012665238317349831,medium,Caries,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,6,2,2,0.43476995825767517,0.9156792759895325,"[828.9031982421875, 632.8897094726562, 1137.756591796875, 907.6686401367188]",5.0,"[831.0, 630.0, 1139.0, 927.0]",0.023443722866061497,medium,Caries,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,0,4,2,0.621188223361969,0.0,"[1787.4354248046875, 704.2830810546875, 1960.6820068359375, 926.6282958984375]",6.0,"[1539.0, 357.0, 1648.0, 690.0]",0.009302295781073005,small,Caries,Deep Caries,no meaningful spatial correspondence
239,train_696.png,false_negative,13,2,2,0.2998862862586975,0.7651749849319458,"[1772.0875244140625, 363.0556945800781, 1940.64013671875, 671.7766723632812]",7.0,"[1741.0, 353.0, 1944.0, 688.0]",0.01742850992070611,medium,Caries,Caries,best candidate below fixed confidence
239,train_696.png,false_negative,18,2,2,0.27741432189941406,0.6442700028419495,"[1722.5338134765625, 690.2886962890625, 1820.6370849609375, 981.5599365234375]",8.0,"[1691.0, 677.0, 1823.0, 1013.0]",0.011366653510817696,medium,Caries,Caries,best candidate below fixed confidence
243,train_623.png,false_negative,1,2,2,0.3258293569087982,0.7358798980712891,"[672.917236328125, 914.5502319335938, 918.1952514648438, 1114.20654296875]",0.0,"[682.0, 893.0, 946.0, 1101.0]",0.01271261779173828,medium,Caries,Caries,best candidate below fixed confidence
251,train_460.png,false_negative,11,2,2,0.4466175436973572,0.8966796398162842,"[807.3333740234375, 840.9715576171875, 1035.5858154296875, 1126.905029296875]",3.0,"[807.0, 845.0, 1025.0, 1141.0]",0.014938807562377763,medium,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,8,4,2,0.4402421712875366,0.9169122576713562,"[573.9205932617188, 794.66943359375, 777.9304809570312, 1065.8016357421875]",0.0,"[565.0, 794.0, 782.0, 1072.0]",0.013888633081864797,medium,Caries,Deep Caries,best candidate below fixed confidence
255,train_477.png,false_negative,5,2,2,0.48941633105278015,0.9085151553153992,"[689.1325073242188, 838.4847412109375, 919.5781860351562, 1155.8597412109375]",1.0,"[683.0, 852.0, 914.0, 1155.0]",0.016114230933576945,medium,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,44,4,2,0.2389695942401886,0.928691565990448,"[1027.8861083984375, 540.5387573242188, 1141.8323974609375, 863.9070434570312]",2.0,"[1032.0, 543.0, 1142.0, 855.0]",0.00790136736016974,small,Caries,Deep Caries,best candidate below fixed confidence
255,train_477.png,false_negative,14,2,2,0.39113152027130127,0.8944251537322998,"[1119.322021484375, 547.4417114257812, 1244.86767578125, 879.5396118164062]",3.0,"[1126.0, 544.0, 1242.0, 872.0]",0.008759651087404962,small,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,6,2,4,0.4758576452732086,0.7702314257621765,"[1317.1409912109375, 553.090087890625, 1418.4537353515625, 890.9373779296875]",5.0,"[1294.0, 544.0, 1419.0, 881.0]",0.009698283800907644,small,Deep Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,29,4,2,0.2902759611606598,0.8835121989250183,"[1523.6181640625, 564.4839477539062, 1650.8394775390625, 891.6702880859375]",7.0,"[1525.0, 567.0, 1664.0, 889.0]",0.010304469705899688,medium,Caries,Deep Caries,best candidate below fixed confidence
255,train_477.png,false_negative,41,2,2,0.2534390091896057,0.721430242061615,"[1739.144287109375, 534.4871215820312, 1874.782470703125, 897.0154418945312]",9.0,"[1734.0, 488.0, 1894.0, 914.0]",0.015692226085931515,medium,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,7,2,2,0.4529326260089874,0.8592110872268677,"[1923.936279296875, 872.4573364257812, 2165.832763671875, 1193.2135009765625]",11.0,"[1918.0, 891.0, 2152.0, 1190.0]",0.016108014822891495,medium,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,10,2,2,0.4278660714626312,0.8701939582824707,"[1934.3077392578125, 566.2977905273438, 2060.3984375, 900.4193115234375]",12.0,"[1942.0, 558.0, 2064.0, 892.0]",0.009381262155949786,small,Caries,Caries,best candidate below fixed confidence
255,train_477.png,false_negative,12,2,4,0.4071950316429138,0.049242112785577774,"[574.5540771484375, 782.2360229492188, 773.8384399414062, 1049.2025146484375]",13.0,"[644.5490112304688, 620.8627319335938, 770.0392456054688, 811.058837890625]",0.00549498519040642,small,Deep Caries,Caries,best candidate below fixed confidence
264,train_228.png,false_negative,4,3,3,0.2008998692035675,0.8471907377243042,"[1757.655517578125, 726.2599487304688, 1977.22265625, 1007.7615356445312]",0.0,"[1743.0, 723.0, 1992.0, 1016.0]",0.01859726596713328,medium,Periapical Lesion,Periapical Lesion,best candidate below fixed confidence
289,train_353.png,false_negative,4,1,1,0.4974629282951355,0.854610800743103,"[766.9889526367188, 733.915771484375, 967.5941162109375, 1086.2587890625]",0.0,"[763.1509399414062, 757.603759765625, 957.4905395507812, 1080.2452392578125]",0.014435654492426496,medium,Impacted,Impacted,best candidate below fixed confidence
289,train_353.png,false_negative,5,2,1,0.3853418231010437,0.9372716546058655,"[2037.454833984375, 760.6151733398438, 2240.3623046875, 1108.0050048828125]",1.0,"[2039.6226806640625, 766.0377197265625, 2245.282958984375, 1113.20751953125]",0.016437937810400153,medium,Impacted,Caries,best candidate below fixed confidence
294,train_286.png,false_negative,13,2,2,0.33107641339302063,0.8403815031051636,"[1721.4515380859375, 627.0027465820312, 1846.5977783203125, 877.1183471679688]",1.0,"[1724.0, 618.0, 1849.0, 853.0]",0.007571719325450668,small,Caries,Caries,best candidate below fixed confidence
295,train_93.png,false_negative,21,2,2,0.22142945230007172,0.6217697858810425,"[1855.2939453125, 486.3531188964844, 2001.9742431640625, 712.1168823242188]",1.0,"[1844.0, 511.0, 1991.0, 770.0]",0.00979710499960372,small,Caries,Caries,best candidate below fixed confidence
305,train_576.png,false_negative,0,2,2,0.5742377638816833,0.0,"[887.9467163085938, 420.8529357910156, 1037.3785400390625, 769.9749145507812]",0.0,"[1495.5438232421875, 423.2982482910156, 1590.28076171875, 726.8070068359375]",0.007922101878086662,small,Caries,Caries,no meaningful spatial correspondence
305,train_576.png,false_negative,0,2,3,0.5742377638816833,0.0,"[887.9467163085938, 420.8529357910156, 1037.3785400390625, 769.9749145507812]",2.0,"[1310.0, 769.0, 1398.0, 1061.0]",0.007079708435917838,small,Periapical Lesion,Caries,no meaningful spatial correspondence
318,train_214.png,false_negative,6,2,4,0.4516012370586395,0.7270669341087341,"[1140.7022705078125, 276.9076232910156, 1206.126220703125, 509.6590881347656]",2.0,"[1149.48974609375, 282.653076171875, 1199.48974609375, 504.0816345214844]",0.005740726794007843,small,Deep Caries,Caries,best candidate below fixed confidence
318,train_214.png,false_negative,58,4,2,0.20902256667613983,0.2615857720375061,"[704.0477905273438, 550.9852905273438, 804.7974243164062, 750.505615234375]",3.0,"[767.4486694335938, 551.9061279296875, 843.4017333984375, 744.8680419921875]",0.007599414594793125,small,Caries,Deep Caries,best candidate below fixed confidence
376,train_600.png,false_negative,2,1,1,0.401780366897583,0.8636822700500488,"[798.6238403320312, 578.7174072265625, 956.7127075195312, 784.0181884765625]",0.0,"[812.0, 578.0, 956.0, 774.0]",0.0071969156075967445,small,Impacted,Impacted,best candidate below fixed confidence
376,train_600.png,false_negative,0,3,3,0.44187167286872864,0.7280802726745605,"[1080.5174560546875, 643.447021484375, 1284.754638671875, 968.2274169921875]",1.0,"[1105.0, 664.0, 1312.0, 966.0]",0.015940617286469064,medium,Periapical Lesion,Periapical Lesion,best candidate below fixed confidence
386,train_121.png,false_negative,5,2,2,0.44499853253364563,0.8433809280395508,"[2012.5914306640625, 775.4021606445312, 2300.610595703125, 1037.7421875]",0.0,"[2030.0, 780.0, 2304.0, 1018.0]",0.01509715966336751,medium,Caries,Caries,best candidate below fixed confidence
386,train_121.png,false_negative,9,1,4,0.36543020606040955,0.8707771897315979,"[2070.484375, 502.9845275878906, 2277.834228515625, 768.7247314453125]",2.0,"[2069.0, 485.0, 2264.0, 769.0]",0.012820963966099686,medium,Deep Caries,Impacted,best candidate below fixed confidence
386,train_121.png,false_negative,31,2,2,0.21895864605903625,0.7357817888259888,"[1978.064697265625, 539.2662963867188, 2134.108154296875, 823.5452880859375]",3.0,"[1996.0, 513.0, 2129.0, 804.0]",0.008960089714336514,small,Caries,Caries,best candidate below fixed confidence
386,train_121.png,false_negative,16,3,2,0.26960495114326477,0.27967569231987,"[1377.616455078125, 565.6148681640625, 1485.0283203125, 904.2405395507812]",5.0,"[1299.0, 571.0, 1432.0, 885.0]",0.009668275499318438,small,Caries,Periapical Lesion,best candidate below fixed confidence
386,train_121.png,false_negative,16,3,2,0.26960495114326477,0.891516923904419,"[1377.616455078125, 565.6148681640625, 1485.0283203125, 904.2405395507812]",6.0,"[1378.0, 560.0, 1495.0, 902.0]",0.009263597907900196,small,Caries,Periapical Lesion,best candidate below fixed confidence
388,train_507.png,false_negative,25,1,1,0.3146119713783264,0.7707440257072449,"[803.7902221679688, 210.14535522460938, 990.4403686523438, 406.08837890625]",4.0,"[798.0, 193.0, 972.0, 418.0]",0.010167204416124589,medium,Impacted,Impacted,best candidate below fixed confidence
388,train_507.png,false_negative,0,2,2,0.5835432410240173,0.0,"[1751.6361083984375, 703.2300415039062, 1977.697021484375, 1012.5372314453125]",5.0,"[1276.0, 400.0, 1385.0, 736.0]",0.009511205479850496,small,Caries,Caries,no meaningful spatial correspondence
388,train_507.png,false_negative,0,2,2,0.5835432410240173,0.0,"[1751.6361083984375, 703.2300415039062, 1977.697021484375, 1012.5372314453125]",6.0,"[1348.0, 391.0, 1464.0, 735.0]",0.010363017241916617,medium,Caries,Caries,no meaningful spatial correspondence
388,train_507.png,false_negative,0,2,2,0.5835432410240173,0.0,"[1751.6361083984375, 703.2300415039062, 1977.697021484375, 1012.5372314453125]",7.0,"[1441.0, 370.0, 1550.0, 722.0]",0.009964120026510044,small,Caries,Caries,no meaningful spatial correspondence
388,train_507.png,false_negative,0,2,2,0.5835432410240173,0.0,"[1751.6361083984375, 703.2300415039062, 1977.697021484375, 1012.5372314453125]",8.0,"[1518.0, 372.0, 1615.0, 716.0]",0.008665626486775104,small,Caries,Caries,no meaningful spatial correspondence
392,train_244.png,false_negative,67,2,2,0.23188239336013794,0.08728598803281784,"[1046.425048828125, 593.6366577148438, 1180.375244140625, 892.6897583007812]",7.0,"[967.0, 572.0, 1066.0, 885.0]",0.008085972727880022,small,Caries,Caries,best candidate below fixed confidence
392,train_244.png,false_negative,78,3,2,0.21408648788928986,0.8163571357727051,"[783.6294555664062, 571.02099609375, 905.387451171875, 890.2813720703125]",8.0,"[798.2608642578125, 586.0869750976562, 904.3478393554688, 885.2174072265625]",0.00828085928476716,small,Caries,Periapical Lesion,best candidate below fixed confidence
395,train_488.png,false_negative,10,2,2,0.22427678108215332,0.8597240447998047,"[1021.1796264648438, 665.8247680664062, 1134.3409423828125, 976.3981323242188]",0.0,"[1026.0, 670.0, 1140.0, 962.0]",0.009228322811655499,small,Caries,Caries,best candidate below fixed confidence
395,train_488.png,false_negative,0,2,4,0.42494216561317444,0.0,"[539.33837890625, 542.70556640625, 791.49560546875, 823.805908203125]",1.0,"[1656.25, 392.875, 1765.625, 542.875]",0.004548250754888339,small,Deep Caries,Caries,best candidate below fixed confidence
409,train_478.png,false_negative,0,2,2,0.6091330051422119,0.0,"[1775.214111328125, 774.4901733398438, 1990.8026123046875, 1118.6920166015625]",0.0,"[1595.5714111328125, 401.78570556640625, 1740.2142333984375, 757.1428833007812]",0.013801289135040147,medium,Caries,Caries,no meaningful spatial correspondence
409,train_478.png,false_negative,6,2,2,0.40950947999954224,0.11283431947231293,"[1851.22509765625, 451.09649658203125, 2036.1041259765625, 802.0255737304688]",1.0,"[1774.142822265625, 423.21429443359375, 1883.0714111328125, 782.1428833007812]",0.01049802503823387,medium,Caries,Caries,best candidate below fixed confidence
409,train_478.png,false_negative,11,2,2,0.3379242718219757,0.8236822485923767,"[2000.2523193359375, 472.01580810546875, 2151.427734375, 790.83837890625]",2.0,"[2011.642822265625, 451.78570556640625, 2156.28564453125, 782.1428833007812]",0.012830344266061276,medium,Caries,Caries,best candidate below fixed confidence
409,train_478.png,false_negative,28,2,2,0.20879590511322021,0.7584797143936157,"[2108.6640625, 470.7883605957031, 2245.279296875, 783.4177856445312]",3.0,"[2127.71435546875, 444.6428527832031, 2240.21435546875, 778.5714111328125]",0.010087040398232962,medium,Caries,Caries,best candidate below fixed confidence
409,train_478.png,false_negative,3,2,2,0.44628119468688965,0.9069052338600159,"[1922.8375244140625, 778.9569702148438, 2138.947265625, 1084.21484375]",5.0,"[1925.357177734375, 789.6428833007812, 2136.071533203125, 1073.5714111328125]",0.016064263895657016,medium,Caries,Caries,best candidate below fixed confidence
409,train_478.png,false_negative,6,2,2,0.40950947999954224,0.8326702117919922,"[1851.22509765625, 451.09649658203125, 2036.1041259765625, 802.0255737304688]",6.0,"[1854.0, 471.0, 2057.0, 799.0]",0.017878355010901435,medium,Caries,Caries,best candidate below fixed confidence
412,train_349.png,false_negative,20,2,2,0.25272732973098755,0.8452035784721375,"[833.8037109375, 398.36004638671875, 980.489990234375, 703.6756591796875]",0.0,"[831.0810546875, 370.270263671875, 979.729736328125, 686.4865112304688]",0.012955452523978882,medium,Caries,Caries,best candidate below fixed confidence
412,train_349.png,false_negative,6,2,2,0.42311620712280273,0.6796776056289673,"[1784.103271484375, 410.3836364746094, 1931.557861328125, 699.4447631835938]",1.0,"[1793.8052978515625, 442.4778747558594, 1914.1593017578125, 683.1858520507812]",0.007984695723298022,small,Caries,Caries,best candidate below fixed confidence
412,train_349.png,false_negative,15,2,4,0.2770772874355316,0.8397654294967651,"[1580.023193359375, 745.307373046875, 1683.4962158203125, 1041.211669921875]",2.0,"[1577.8760986328125, 761.0619506835938, 1680.531005859375, 1063.716796875]",0.008563172482051311,small,Deep Caries,Caries,best candidate below fixed confidence
412,train_349.png,false_negative,13,3,2,0.2950187027454376,0.8187299966812134,"[1641.9097900390625, 727.4440307617188, 1761.19677734375, 1025.91552734375]",3.0,"[1636.283203125, 746.9026489257812, 1770.7965087890625, 1031.8583984375]",0.010564525952398,medium,Caries,Periapical Lesion,best candidate below fixed confidence
412,train_349.png,false_negative,7,4,2,0.3886672556400299,0.7413317561149597,"[1933.9180908203125, 661.6036987304688, 2135.0908203125, 862.8521728515625]",6.0,"[1946.0177001953125, 646.0177001953125, 2153.097412109375, 846.0177001953125]",0.011414973100472767,medium,Caries,Deep Caries,best candidate below fixed confidence
412,train_349.png,false_negative,21,2,2,0.23881489038467407,0.47044336795806885,"[618.2007446289062, 647.0806884765625, 868.0490112304688, 882.4122924804688]",8.0,"[518.5840454101562, 637.1681518554688, 807.0796508789062, 851.3274536132812]",0.01702877820463216,medium,Caries,Caries,best candidate below fixed confidence
416,train_660.png,false_negative,14,2,2,0.2719433903694153,0.8471918106079102,"[818.7550659179688, 705.8660888671875, 1027.7294921875, 1014.8186645507812]",2.0,"[834.0, 707.0, 1033.0, 996.0]",0.014869468452247368,medium,Caries,Caries,best candidate below fixed confidence
419,train_590.png,false_negative,21,3,4,0.2188599556684494,0.6992028951644897,"[1251.9736328125, 379.6505432128906, 1339.523193359375, 705.4642944335938]",0.0,"[1245.6981201171875, 334.01885986328125, 1351.3585205078125, 691.0]",0.009702667394154008,small,Deep Caries,Periapical Lesion,best candidate below fixed confidence
419,train_590.png,false_negative,18,2,2,0.24953827261924744,0.4929383099079132,"[1204.238525390625, 387.3572998046875, 1303.4342041015625, 699.4114379882812]",1.0,"[1170.2264404296875, 324.58489990234375, 1281.547119140625, 696.2830200195312]",0.010643876575326455,medium,Caries,Caries,best candidate below fixed confidence
419,train_590.png,false_negative,11,2,2,0.27271759510040283,0.5474682450294495,"[1526.5350341796875, 400.4859313964844, 1628.1357421875, 694.6806030273438]",4.0,"[1507.9622802734375, 305.71697998046875, 1617.396240234375, 673.6414794921875]",0.010357249597221582,medium,Caries,Caries,best candidate below fixed confidence
419,train_590.png,false_negative,13,4,4,0.2688687741756439,0.9504355788230896,"[737.2860717773438, 693.1310424804688, 954.0308227539062, 991.2369995117188]",5.0,"[741.9244995117188, 694.0, 955.132080078125, 984.9622802734375]",0.015957797631871114,medium,Deep Caries,Deep Caries,best candidate below fixed confidence
433,train_50.png,false_negative,12,2,2,0.3794606328010559,0.9124934077262878,"[1082.7840576171875, 837.6152954101562, 1208.3646240234375, 1160.8770751953125]",2.0,"[1077.0, 833.0, 1205.0, 1159.0]",0.009660404196052866,small,Caries,Caries,best candidate below fixed confidence
439,train_387.png,false_negative,46,4,2,0.20227250456809998,0.8697665333747864,"[805.7000732421875, 461.8561706542969, 950.4248046875, 770.825439453125]",0.0,"[800.0, 456.89654541015625, 944.8275756835938, 786.2069091796875]",0.013270248946360424,medium,Caries,Deep Caries,best candidate below fixed confidence
439,train_387.png,false_negative,7,2,4,0.4878634512424469,0.8235167860984802,"[1653.474853515625, 469.1602478027344, 1739.4154052734375, 745.1243286132812]",1.0,"[1648.27587890625, 451.7241516113281, 1744.82763671875, 750.0]",0.008013102261366183,small,Deep Caries,Caries,best candidate below fixed confidence
439,train_387.png,false_negative,14,2,2,0.3419014811515808,0.7875534296035767,"[1718.25732421875, 482.7761535644531, 1841.7193603515625, 754.2171630859375]",2.0,"[1718.965576171875, 437.9310302734375, 1851.72412109375, 755.1724243164062]",0.011718573382422161,medium,Caries,Caries,best candidate below fixed confidence
439,train_387.png,false_negative,21,2,2,0.2967407703399658,0.4734164774417877,"[1587.794921875, 768.5047607421875, 1686.9505615234375, 1084.0498046875]",3.0,"[1551.72412109375, 770.6896362304688, 1655.17236328125, 1103.4482421875]",0.009577999769342494,small,Caries,Caries,best candidate below fixed confidence
439,train_387.png,false_negative,0,3,4,0.6054478883743286,0.846778392791748,"[1704.1846923828125, 756.1118774414062, 1893.9073486328125, 1069.6695556640625]",9.0,"[1705.0, 767.0, 1883.0, 1050.0]",0.014016153607293943,medium,Deep Caries,Periapical Lesion,unmatched or spatially misclassified
444,train_106.png,false_negative,2,2,2,0.33791327476501465,0.7322946190834045,"[1823.638916015625, 715.3422241210938, 2056.638427734375, 1014.7531127929688]",0.0,"[1793.0, 717.0, 2027.0, 1031.0]",0.01867318620325096,medium,Caries,Caries,best candidate below fixed confidence
455,train_146.png,false_negative,12,2,2,0.3113721013069153,0.7809038162231445,"[476.01611328125, 288.19451904296875, 575.6546020507812, 506.1876220703125]",0.0,"[484.53607177734375, 271.134033203125, 581.4432983398438, 498.9690856933594]",0.01144827222289929,medium,Caries,Caries,best candidate below fixed confidence
455,train_146.png,false_negative,26,2,2,0.24293293058872223,0.8111975789070129,"[1213.3145751953125, 311.45343017578125, 1311.9539794921875, 532.7219848632812]",1.0,"[1211.377197265625, 308.9820251464844, 1300.0, 521.556884765625]",0.009768336767809284,small,Caries,Caries,best candidate below fixed confidence
455,train_146.png,false_negative,15,2,2,0.30154427886009216,0.17542089521884918,"[1073.8363037109375, 530.8762817382812, 1151.522216796875, 760.2708129882812]",2.0,"[1030.6666259765625, 548.0, 1097.3333740234375, 782.0]",0.008088879589380326,small,Caries,Caries,best candidate below fixed confidence
455,train_146.png,false_negative,15,2,2,0.30154427886009216,0.8825080394744873,"[1073.8363037109375, 530.8762817382812, 1151.522216796875, 760.2708129882812]",3.0,"[1070.0, 538.0, 1150.6666259765625, 768.6666870117188]",0.009648104801898979,small,Caries,Caries,best candidate below fixed confidence
455,train_146.png,false_negative,19,2,2,0.2604151666164398,0.8996877670288086,"[504.9233703613281, 509.4775390625, 663.9202270507812, 707.1135864257812]",5.0,"[494.28570556640625, 513.3333129882812, 665.7142944335938, 709.5238037109375]",0.017439115167743456,medium,Caries,Caries,best candidate below fixed confidence
461,train_361.png,false_negative,11,4,4,0.360466331243515,0.9505091905593872,"[648.9081420898438, 461.7774353027344, 833.8163452148438, 736.2426147460938]",0.0,"[654.0, 460.0, 834.0, 732.0]",0.013291763993002277,medium,Deep Caries,Deep Caries,best candidate below fixed confidence
461,train_361.png,false_negative,13,2,2,0.35555028915405273,0.7720052003860474,"[753.8697509765625, 467.9991760253906, 914.3582153320312, 762.9193725585938]",1.0,"[768.0, 490.0, 908.0, 751.0]",0.00991995621536567,small,Caries,Caries,best candidate below fixed confidence
462,train_651.png,false_negative,79,3,2,0.2073788046836853,0.8845652937889099,"[894.018798828125, 529.26025390625, 1053.625244140625, 875.1959228515625]",2.0,"[898.0, 538.0, 1046.0, 868.0]",0.011306895632074912,medium,Caries,Periapical Lesion,best candidate below fixed confidence
462,train_651.png,false_negative,8,2,2,0.49064087867736816,0.8296868801116943,"[1957.07958984375, 547.218994140625, 2127.820068359375, 858.5062866210938]",6.0,"[1965.0, 525.0, 2119.0, 852.0]",0.011658326171990755,medium,Caries,Caries,best candidate below fixed confidence
